0	1
1	1
2	7.501
3	33.212
4	85.245
5	169.876
6	293.991
7	460.63
8	676.71
9	944.687
10	1269.95
11	1633.338
12	2040.746
13	2584.923
14	3051.046
15	3764.012
16	4327.376
17	5244.609
18	5965.506
19	6928.32
20	7774.521
21	8801.756
22	9937.645
23	11199.896
24	12502.915
25	13671.21
26	14899.506
27	16582.752
28	18111.181
29	19690.838
30	21626.52
